Clothing_Barcode,Clothing_Category,LocationID,Selling_Price,Clothing_Type,Clothing_Description,Clothing_Brand,Clothing_Size,Clothing_Color,Clothing_Gender,Clothing_Condition
1023,4,1,38,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1024,6,3,61,Jacket,classic jenes,Levy,34,Blue,Male,Great
1025,4,3,45,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1026,1,3,27,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Poor
1027,2,3,16,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1028,6,1,51,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Good
1029,3,2,61,Hat,Puffy winter coat,Volcom,L,Red,Male,Great
1030,6,1,24,Shirt,classic vans,Vans,11,Red,Male,Poor
1031,2,1,17,Dress,classic vans,Vans,10,Black,Female,Great
1032,2,1,57,Pants,stomper boots,black,8,Black,Female,Good
1033,6,2,68,Jacket,light twirly dress,Free People,4,Pink,Female,Fair
1034,6,1,61,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Great
1035,2,1,46,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1036,5,1,51,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1037,1,3,38,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
1038,2,3,30,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1039,6,2,28,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1040,1,2,15,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1041,3,2,25,Pants,Old cowboy boots,Tough,13,Brown,Male,Great
1042,1,3,66,Jacket,High Heels Red,Vanity,6,Red,Female,Good
1043,2,3,30,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1044,2,3,22,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1045,2,1,42,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
1046,4,3,45,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1047,3,2,18,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1048,2,2,26,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Poor
1049,2,3,22,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Great
1050,3,2,39,Pants,Short shorts jene style,Levy,29,Blue,Female,Good
1051,1,3,64,Jacket,Small brown phish shirt - 2005,Concert,S,Brown,Male,Great
1052,1,3,54,Vest,light purple flowery dress,Lulus,4,Purple,Female,Fair
1053,5,1,52,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1054,6,1,65,Sweatshirt,classic jenes,Levy,34,Blue,Male,Great
1055,2,3,65,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1056,6,3,62,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Poor
1057,3,3,18,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1058,1,3,54,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Good
1059,4,2,29,Pants,Puffy winter coat,Volcom,L,Red,Male,Great
1060,5,1,44,Jacket,classic vans,Vans,11,Red,Male,Poor
1061,1,3,17,Vest,classic vans,Vans,10,Black,Male,Great
1062,1,3,20,Shoes,stomper boots,black,8,Black,Female,Good
1063,1,2,30,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Fair
1064,5,3,18,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Great
1065,5,3,53,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1066,2,3,53,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1067,2,3,26,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Fair
1068,6,3,20,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1069,4,1,48,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1070,2,3,67,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1071,5,2,67,Shoes,Old cowboy boots,Tough,13,Brown,Male,Great
1072,2,1,47,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1073,6,3,59,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1074,4,2,39,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1075,3,1,68,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
1076,6,2,55,Dress,Carhart logo hat,Carhart,M,Brown,Female,Fair
1077,6,2,30,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1078,2,1,50,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Poor
1079,2,2,64,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
1080,2,2,64,Shoes,Short shorts jene style,Levy,29,Blue,Female,Good
1081,5,2,28,Sweatshirt,Small brown phish shirt - 2006,Concert,S,Brown,Male,Great
1082,4,3,50,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
1083,1,3,55,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1084,5,1,33,Shirt,classic jenes,Levy,34,Blue,Male,Great
1085,3,3,24,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1086,5,2,48,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Poor
1087,1,3,28,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1088,1,1,61,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Good
1089,5,3,61,Shoes,Puffy winter coat,Volcom,L,Red,Male,Great
1090,4,3,67,Sweatshirt,classic vans,Vans,11,Red,Male,Poor
1091,2,3,29,Shorts,classic vans,Vans,10,Black,Male,Great
1092,4,1,68,Hat,stomper boots,black,8,Black,Female,Good
1093,3,3,50,Shirt,light twirly dress,Free People,4,Pink,Female,Fair
1094,1,2,25,Dress,Classic jene jacket,Levy,L,Blue,Female,Great
1095,2,3,19,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1096,3,1,20,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1097,3,2,36,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
1098,5,2,27,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1099,3,3,37,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1100,2,2,39,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1101,4,3,36,Hat,Old cowboy boots,Tough,13,Brown,Male,Great
1102,3,3,70,Shirt,High Heels Red,Vanity,6,Red,Female,Good
1103,5,3,51,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1104,2,2,15,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1105,1,1,68,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
1106,6,1,30,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1107,2,1,62,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1108,2,3,30,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Poor
1109,4,1,58,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
1110,6,3,37,Hat,Short shorts jene style,Levy,29,Blue,Female,Good
1111,4,2,58,Shirt,Small brown phish shirt - 2006,Concert,S,Brown,Male,Great
1112,2,1,20,Dress,light purple flowery dress,Lulus,4,Purple,Female,Fair
1113,2,1,29,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1114,3,2,48,Jacket,classic jenes,Levy,34,Blue,Male,Great
1115,6,3,54,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1116,4,2,19,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Poor
1117,5,2,32,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1118,1,3,22,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Good
1119,6,2,39,Hat,Puffy winter coat,Volcom,L,Red,Male,Great
1120,3,3,52,Shirt,classic vans,Vans,11,Red,Male,Poor
1121,1,1,42,Dress,classic vans,Vans,10,Black,Female,Great
1122,3,3,20,Pants,stomper boots,black,8,Black,Female,Good
1123,2,3,20,Jacket,light twirly dress,Free People,4,Pink,Female,Fair
1124,5,1,24,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Great
1125,1,3,23,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1126,5,3,15,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1127,4,3,32,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
1128,2,2,36,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1129,5,1,50,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1130,4,1,47,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1131,5,1,50,Pants,Old cowboy boots,Tough,13,Brown,Male,Poor
1132,1,1,39,Jacket,High Heels Red,Vanity,6,Red,Female,Great
1133,4,1,15,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Good
1134,4,1,42,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1135,2,2,18,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Great
1136,2,3,43,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Poor
1137,3,3,57,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1138,2,2,50,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Fair
1139,2,2,44,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Good
1140,5,2,39,Pants,Short shorts jene style,Levy,29,Blue,Female,Good
1141,4,3,33,Jacket,Small brown phish shirt - 2006,Concert,S,Brown,Male,Good
1142,6,1,34,Vest,light purple flowery dress,Lulus,4,Purple,Female,Great
1143,3,1,56,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1144,1,1,66,Sweatshirt,classic jenes,Levy,34,Blue,Male,Poor
1145,2,1,34,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1146,5,2,23,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Good
1147,4,3,19,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Fair
1148,2,1,70,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Great
1149,2,2,64,Pants,Puffy winter coat,Volcom,L,Red,Male,Poor
1150,5,3,15,Jacket,classic vans,Vans,11,Red,Male,Good
1151,2,1,58,Vest,classic vans,Vans,10,Black,Male,Fair
1152,6,1,33,Shoes,stomper boots,black,8,Black,Female,Good
1153,5,2,38,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Good
1154,5,2,63,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Good
1155,4,1,60,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1156,1,3,55,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1157,4,2,66,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Great
1158,5,1,41,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1159,1,1,18,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
1160,1,1,53,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1161,1,1,22,Shoes,Old cowboy boots,Tough,13,Brown,Male,Poor
1162,2,2,54,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1163,5,3,51,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1164,5,1,25,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1165,3,3,39,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1166,5,3,38,Dress,Carhart logo hat,Carhart,M,Brown,Female,Good
1167,4,2,68,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
1168,6,3,67,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Good
1169,1,3,66,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1170,6,3,39,Shoes,Short shorts jene style,Levy,29,Blue,Female,Fair
1171,2,1,22,Sweatshirt,Small brown phish shirt - 2006,Concert,S,Brown,Male,Poor
1172,1,2,16,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
1173,4,1,25,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1174,5,3,63,Shirt,classic jenes,Levy,34,Blue,Male,Poor
1175,3,2,66,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1176,2,2,30,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Good
1177,5,1,45,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1178,2,3,45,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Poor
1179,6,3,28,Shoes,Puffy winter coat,Volcom,L,Red,Male,Great
1180,1,2,53,Sweatshirt,classic vans,Vans,11,Red,Male,Good
1181,1,2,34,Shorts,classic vans,Vans,10,Black,Male,Fair
1182,4,2,44,Hat,stomper boots,black,8,Black,Female,Great
1183,2,3,41,Shirt,light twirly dress,Free People,4,Pink,Female,Poor
1184,1,1,61,Dress,Classic jene jacket,Levy,L,Blue,Female,Good
1185,1,3,40,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Fair
1186,5,1,58,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1187,2,3,15,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1188,4,2,27,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1189,6,1,56,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Great
1190,1,2,65,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1191,5,2,46,Hat,Old cowboy boots,Tough,13,Brown,Male,Fair
1192,1,3,44,Shirt,High Heels Red,Vanity,6,Red,Female,Fair
1193,2,2,65,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Poor
1194,3,1,65,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1195,6,1,16,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1196,2,2,59,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Poor
1197,6,3,28,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
1198,2,2,60,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1199,6,1,17,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
1200,4,1,44,Hat,Short shorts jene style,Levy,29,Blue,Female,Fair
1201,6,2,29,Shirt,Small brown phish shirt - 2007,Concert,S,Brown,Male,Good
1202,3,1,21,Dress,light purple flowery dress,Lulus,4,Purple,Female,Great
1203,3,1,60,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1204,2,1,58,Jacket,classic jenes,Levy,34,Blue,Male,Poor
1205,3,2,41,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1206,5,1,16,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Good
1207,2,2,43,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1208,3,1,31,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Poor
1209,4,1,52,Hat,Puffy winter coat,Volcom,L,Red,Male,Great
1210,1,2,44,Shirt,classic vans,Vans,11,Red,Male,Good
1211,4,2,36,Dress,classic vans,Vans,10,Black,Female,Fair
1212,4,1,23,Pants,stomper boots,black,8,Black,Female,Great
1213,3,1,35,Jacket,light twirly dress,Free People,4,Pink,Female,Poor
1214,4,3,40,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Great
1215,4,3,64,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1216,3,2,40,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Fair
1217,3,3,62,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1218,4,3,28,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1219,4,3,70,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1220,2,3,62,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1221,5,1,51,Pants,Old cowboy boots,Tough,13,Brown,Male,Good
1222,3,3,21,Jacket,High Heels Red,Vanity,6,Red,Female,Good
1223,3,2,46,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Good
1224,2,3,19,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
1225,3,1,46,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1226,2,2,43,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1227,3,3,35,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1228,5,1,52,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Poor
1229,1,2,33,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Fair
1230,2,1,17,Pants,Short shorts jene style,Levy,29,Blue,Female,Fair
1231,2,1,31,Jacket,Small brown phish shirt - 2007,Concert,S,Brown,Male,Poor
1232,1,3,56,Vest,light purple flowery dress,Lulus,4,Purple,Female,Great
1233,1,3,69,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1234,4,2,69,Sweatshirt,classic jenes,Levy,34,Blue,Male,Great
1235,2,1,56,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1236,2,1,39,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Good
1237,5,3,23,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1238,6,2,22,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Good
1239,3,2,63,Pants,Puffy winter coat,Volcom,L,Red,Male,Poor
1240,6,1,39,Jacket,classic vans,Vans,11,Red,Male,Good
1241,5,3,31,Vest,classic vans,Vans,10,Black,Male,Good
1242,6,2,67,Shoes,stomper boots,black,8,Black,Female,Great
1243,1,1,17,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Poor
1244,6,1,26,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Great
1245,2,2,19,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1246,1,1,39,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Fair
1247,2,3,18,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Great
1248,1,1,42,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1249,1,3,31,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1250,4,2,54,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1251,4,3,56,Shoes,Old cowboy boots,Tough,13,Brown,Male,Good
1252,4,1,33,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1253,3,3,59,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Good
1254,2,3,44,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
1255,4,1,57,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1256,6,3,44,Dress,Carhart logo hat,Carhart,M,Brown,Female,Fair
1257,5,2,48,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1258,5,2,41,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Poor
1259,3,1,68,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1260,2,1,69,Shoes,Short shorts jene style,Levy,29,Blue,Female,Fair
1261,4,3,60,Sweatshirt,Small brown phish shirt - 2007,Concert,S,Brown,Male,Poor
1262,2,1,16,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Great
1263,1,2,64,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1264,5,3,25,Shirt,classic jenes,Levy,34,Blue,Male,Great
1265,5,3,39,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1266,3,2,45,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Good
1267,6,2,35,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1268,2,1,34,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Good
1269,5,2,68,Shoes,Puffy winter coat,Volcom,L,Red,Male,Poor
1270,6,3,55,Sweatshirt,classic vans,Vans,11,Red,Male,Good
1271,5,3,30,Shorts,classic vans,Vans,10,Black,Male,Good
1272,4,1,29,Hat,stomper boots,black,8,Black,Female,Great
1273,5,2,53,Shirt,light twirly dress,Free People,4,Pink,Female,Poor
1274,3,3,18,Dress,Classic jene jacket,Levy,L,Blue,Female,Great
1275,4,2,53,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1276,4,1,30,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Fair
1277,3,1,67,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1278,1,2,18,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1279,4,2,18,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1280,4,3,28,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1281,1,1,50,Hat,Old cowboy boots,Tough,13,Brown,Male,Good
1282,4,1,59,Shirt,High Heels Red,Vanity,6,Red,Female,Good
1283,5,1,54,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Good
1284,5,2,29,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
1285,6,1,32,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1286,5,3,28,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1287,1,2,61,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1288,2,1,51,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Poor
1289,1,2,66,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1290,4,2,31,Hat,Short shorts jene style,Levy,29,Blue,Female,Fair
1291,5,1,48,Shirt,Small brown phish shirt - 2007,Concert,S,Brown,Male,Poor
1292,5,1,25,Dress,light purple flowery dress,Lulus,4,Purple,Female,Great
1293,3,1,23,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1294,5,2,70,Jacket,classic jenes,Levy,34,Blue,Male,Great
1295,3,2,40,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1296,6,3,31,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Good
1297,1,3,70,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1298,2,3,54,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Good
1299,1,1,49,Hat,Puffy winter coat,Volcom,L,Red,Male,Poor
1300,6,1,31,Shirt,classic vans,Vans,11,Red,Male,Good
1301,2,2,20,Dress,classic vans,Vans,10,Black,Female,Good
1302,5,2,40,Pants,stomper boots,black,8,Black,Female,Great
1303,5,1,59,Jacket,light twirly dress,Free People,4,Pink,Female,Poor
1304,3,1,67,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Great
1305,1,2,48,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1306,3,1,37,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Fair
1307,2,3,33,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1308,5,3,33,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1309,3,2,37,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1310,4,1,32,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1311,1,2,47,Pants,Old cowboy boots,Tough,13,Brown,Male,Good
1312,2,1,25,Jacket,High Heels Red,Vanity,6,Red,Female,Good
1313,4,2,63,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Good
1314,4,3,26,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
1315,6,2,59,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1316,2,2,16,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1317,6,3,41,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1318,4,2,60,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Poor
1319,2,1,65,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Fair
1320,4,3,28,Pants,Short shorts jene style,Levy,29,Blue,Female,Fair
1321,4,3,43,Jacket,Small brown phish shirt - 2008,Concert,S,Brown,Male,Poor
1322,3,2,21,Vest,light purple flowery dress,Lulus,4,Purple,Female,Great
1323,4,1,33,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1324,2,1,24,Sweatshirt,classic jenes,Levy,34,Blue,Male,Great
1325,4,3,58,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1326,4,3,38,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Good
1327,4,2,58,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1328,1,1,62,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Good
1329,2,2,53,Pants,Puffy winter coat,Volcom,L,Red,Male,Poor
1330,2,1,39,Jacket,classic vans,Vans,11,Red,Male,Good
1331,6,3,53,Vest,classic vans,Vans,10,Black,Male,Good
1332,3,2,49,Shoes,stomper boots,black,8,Black,Female,Great
1333,5,1,51,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Poor
1334,3,3,32,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Great
1335,1,1,68,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1336,3,1,43,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Fair
1337,6,1,34,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Great
1338,6,1,56,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Poor
1339,4,3,67,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1340,5,1,28,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Fair
1341,3,3,25,Shoes,Old cowboy boots,Tough,13,Brown,Male,Good
1342,5,3,58,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1343,5,2,41,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Good
1344,2,3,59,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1345,2,2,40,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Great
1346,5,1,23,Dress,Carhart logo hat,Carhart,M,Brown,Female,Good
1347,6,3,35,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1348,3,2,48,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Great
1349,6,3,19,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Poor
1350,4,2,30,Shoes,Short shorts jene style,Levy,29,Blue,Female,Good
1351,1,3,39,Sweatshirt,Small brown phish shirt - 2008,Concert,S,Brown,Male,Fair
1352,2,2,60,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Good
1353,6,1,40,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1354,5,3,45,Shirt,classic jenes,Levy,34,Blue,Male,Good
1355,2,3,59,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1356,6,2,47,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Good
