Fabric_ID,Fabric_Type,Fabric_Weight,Stitch_Type,Num_Layers,Num_Threads,Fabric_Thickness
1660,Satin,5.34,Twill,2,100,0.0081
1661,Lace,4.11,Embroidery,1,60,0.007
1662,Cotton,16.7,Upholstery,5,150,0.203
1663,Cotton,8.88,Overlock,3,100,0.00102
1664,Polyester,5.34,Overlock,2,90,0.0008
1665,Cotton,5.11,Overlock,2,90,0.0009
1666,Polyester,5.21,Overlock,1,80,0.0007
1667,Cotton,5.34,Topstitching,3,100,0.0021
1668,Cotton,5.34,Overlock,3,120,0.0007
1669,Silk,8.84,Topstitching,4,140,0.002
1670,Leather,8,Two Needle,1,20,0.1134
1671,Leather,9,Two Needle,1,20,0.10011
1672,Cotton,5.34,Overlock,3,150,0.0001
1673,Polyester,4.44,Overlock,2,80,0.00045
1674,Cotton,7.77,Topstitching,6,90,0.00326
1675,Polyester,6.67,Topstitching,4,110,0.00034
1676,Canvas,13.33,Topstitching,5,70,0.0098
1677,Canvas,12.11,Topstitching,5,90,0.0118
1678,Cotton,16.12,Upholstery,5,100,0.0192
1679,Cotton,9.83,Overlock,7,150,0.00567
1680,Cotton,13.12,Upholstery,6,120,0.021
1681,Polyester,5.34,Overlock,3,90,0.0008
1682,Silk,8.99,Topstitching,4,120,0.001
1683,Cotton,5.04,Overlock,2,80,0.0008
1684,Polyester,5.34,Overlock,1,80,0.0008
1685,Cotton,14.99,Upholstery,5,150,0.01
1686,Linen,9.08,Upholstery,6,200,0.011
1687,Cotton,13.23,Upholstery,5,120,0.0092
1688,Cotton,5.34,Overlock,2,100,0.0009
1689,Polyester,5.34,Overlock,1,80,0.0008
1690,Wool,7.78,Woven,4,80,0.015
1691,Cotton,8.89,Straight,3,250,0.21
1692,Canvas,13.67,Topstitching,5,150,0.0081
1693,Canvas,13.67,Topstitching,5,150,0.0081
1694,Leather,8,Two Needle,1,20,0.1093
1695,Satin,5.34,Twill,2,100,0.0081
1696,Lace,4.11,Embroidery,1,60,0.007
1697,Cotton,16.7,Upholstery,5,150,0.203
1698,Cotton,8.88,Overlock,3,100,0.00102
1699,Polyester,5.34,Overlock,2,90,0.0008
1700,Cotton,5.11,Overlock,2,90,0.0009
1701,Polyester,5.21,Overlock,1,80,0.0007
1702,Cotton,5.34,Topstitching,3,100,0.0021
1703,Cotton,5.34,Overlock,3,120,0.0007
1704,Silk,8.84,Topstitching,4,140,0.002
1705,Leather,8,Two Needle,1,20,0.1134
1706,Leather,9,Two Needle,1,20,0.10011
1707,Cotton,5.34,Overlock,3,150,0.0001
1708,Polyester,4.44,Overlock,2,80,0.00045
1709,Cotton,7.77,Topstitching,6,90,0.00326
1710,Polyester,6.67,Topstitching,4,110,0.00034
1711,Canvas,13.33,Topstitching,5,70,0.0098
1712,Canvas,12.11,Topstitching,5,90,0.0118
1713,Cotton,16.12,Upholstery,5,100,0.0192
1714,Cotton,9.83,Overlock,7,150,0.00567
1715,Cotton,13.12,Upholstery,6,120,0.021
1716,Polyester,5.34,Overlock,3,90,0.0008
1717,Silk,8.99,Topstitching,4,120,0.001
1718,Cotton,5.04,Overlock,2,80,0.0008
1719,Polyester,5.34,Overlock,1,80,0.0008
1720,Cotton,14.99,Upholstery,5,150,0.01
1721,Linen,9.08,Upholstery,6,200,0.011
1722,Cotton,13.23,Upholstery,5,120,0.0092
1723,Cotton,5.34,Overlock,2,100,0.0009
1724,Polyester,5.34,Overlock,1,80,0.0008
1725,Wool,7.78,Woven,4,80,0.015
1726,Cotton,8.89,Straight,3,250,0.21
1727,Canvas,13.67,Topstitching,5,150,0.0081
1728,Canvas,13.67,Topstitching,5,150,0.0081
1729,Leather,8,Two Needle,1,20,0.1093
1730,Satin,5.34,Twill,2,100,0.0081
1731,Lace,4.11,Embroidery,1,60,0.007
1732,Cotton,16.7,Upholstery,5,150,0.203
1733,Cotton,8.88,Overlock,3,100,0.00102
1734,Polyester,5.34,Overlock,2,90,0.0008
1735,Cotton,5.11,Overlock,2,90,0.0009
1736,Polyester,5.21,Overlock,1,80,0.0007
1737,Cotton,5.34,Topstitching,3,100,0.0021
1738,Cotton,5.34,Overlock,3,120,0.0007
1739,Silk,8.84,Topstitching,4,140,0.002
1740,Leather,8,Two Needle,1,20,0.1134
1741,Leather,9,Two Needle,1,20,0.10011
1742,Cotton,5.34,Overlock,3,150,0.0001
1743,Polyester,4.44,Overlock,2,80,0.00045
1744,Cotton,7.77,Topstitching,6,90,0.00326
1745,Polyester,6.67,Topstitching,4,110,0.00034
1746,Canvas,13.33,Topstitching,5,70,0.0098
1747,Canvas,12.11,Topstitching,5,90,0.0118
1748,Cotton,16.12,Upholstery,5,100,0.0192
1749,Cotton,9.83,Overlock,7,150,0.00567
1750,Cotton,13.12,Upholstery,6,120,0.021
1751,Polyester,5.34,Overlock,3,90,0.0008
1752,Silk,8.99,Topstitching,4,120,0.001
1753,Cotton,5.04,Overlock,2,80,0.0008
1754,Polyester,5.34,Overlock,1,80,0.0008
1755,Cotton,14.99,Upholstery,5,150,0.01
1756,Linen,9.08,Upholstery,6,200,0.011
1757,Cotton,13.23,Upholstery,5,120,0.0092
1758,Cotton,5.34,Overlock,2,100,0.0009
1759,Polyester,5.34,Overlock,1,80,0.0008
1760,Wool,7.78,Woven,4,80,0.015
1761,Cotton,8.89,Straight,3,250,0.21
1762,Canvas,13.67,Topstitching,5,150,0.0081
1763,Canvas,13.67,Topstitching,5,150,0.0081
1764,Leather,8,Two Needle,1,20,0.1093
1765,Satin,5.34,Twill,2,100,0.0081
1766,Lace,4.11,Embroidery,1,60,0.007
1767,Cotton,16.7,Upholstery,5,150,0.203
1768,Cotton,8.88,Overlock,3,100,0.00102
1769,Polyester,5.34,Overlock,2,90,0.0008
1770,Cotton,5.11,Overlock,2,90,0.0009
1771,Polyester,5.21,Overlock,1,80,0.0007
1772,Cotton,5.34,Topstitching,3,100,0.0021
1773,Cotton,5.34,Overlock,3,120,0.0007
1774,Silk,8.84,Topstitching,4,140,0.002
1775,Leather,8,Two Needle,1,20,0.1134
1776,Leather,9,Two Needle,1,20,0.10011
1777,Cotton,5.34,Overlock,3,150,0.0001
1778,Polyester,4.44,Overlock,2,80,0.00045
1779,Cotton,7.77,Topstitching,6,90,0.00326
1780,Polyester,6.67,Topstitching,4,110,0.00034
1781,Canvas,13.33,Topstitching,5,70,0.0098
1782,Canvas,12.11,Topstitching,5,90,0.0118
1783,Cotton,16.12,Upholstery,5,100,0.0192
1784,Cotton,9.83,Overlock,7,150,0.00567
1785,Cotton,13.12,Upholstery,6,120,0.021
1786,Polyester,5.34,Overlock,3,90,0.0008
1787,Silk,8.99,Topstitching,4,120,0.001
1788,Cotton,5.04,Overlock,2,80,0.0008
1789,Polyester,5.34,Overlock,1,80,0.0008
1790,Cotton,14.99,Upholstery,5,150,0.01
1791,Linen,9.08,Upholstery,6,200,0.011
1792,Cotton,13.23,Upholstery,5,120,0.0092
1793,Cotton,5.34,Overlock,2,100,0.0009
1794,Polyester,5.34,Overlock,1,80,0.0008
1795,Wool,7.78,Woven,4,80,0.015
1796,Cotton,8.89,Straight,3,250,0.21
1797,Canvas,13.67,Topstitching,5,150,0.0081
1798,Canvas,13.67,Topstitching,5,150,0.0081
1799,Leather,8,Two Needle,1,20,0.1093
1800,Satin,5.34,Twill,2,100,0.0081
1801,Lace,4.11,Embroidery,1,60,0.007
1802,Cotton,16.7,Upholstery,5,150,0.203
1803,Cotton,8.88,Overlock,3,100,0.00102
1804,Polyester,5.34,Overlock,2,90,0.0008
1805,Cotton,5.11,Overlock,2,90,0.0009
1806,Polyester,5.21,Overlock,1,80,0.0007
1807,Cotton,5.34,Topstitching,3,100,0.0021
1808,Cotton,5.34,Overlock,3,120,0.0007
1809,Silk,8.84,Topstitching,4,140,0.002
1810,Leather,8,Two Needle,1,20,0.1134
1811,Leather,9,Two Needle,1,20,0.10011
1812,Cotton,5.34,Overlock,3,150,0.0001
1813,Polyester,4.44,Overlock,2,80,0.00045
1814,Cotton,7.77,Topstitching,6,90,0.00326
1815,Polyester,6.67,Topstitching,4,110,0.00034
1816,Canvas,13.33,Topstitching,5,70,0.0098
1817,Canvas,12.11,Topstitching,5,90,0.0118
1818,Cotton,16.12,Upholstery,5,100,0.0192
1819,Cotton,9.83,Overlock,7,150,0.00567
1820,Cotton,13.12,Upholstery,6,120,0.021
1821,Polyester,5.34,Overlock,3,90,0.0008
1822,Silk,8.99,Topstitching,4,120,0.001
1823,Cotton,5.04,Overlock,2,80,0.0008
1824,Polyester,5.34,Overlock,1,80,0.0008
1825,Cotton,14.99,Upholstery,5,150,0.01
1826,Linen,9.08,Upholstery,6,200,0.011
1827,Cotton,13.23,Upholstery,5,120,0.0092
1828,Cotton,5.34,Overlock,2,100,0.0009
1829,Polyester,5.34,Overlock,1,80,0.0008
1830,Wool,7.78,Woven,4,80,0.015
1831,Cotton,8.89,Straight,3,250,0.21
1832,Canvas,13.67,Topstitching,5,150,0.0081
1833,Canvas,13.67,Topstitching,5,150,0.0081
1834,Leather,8,Two Needle,1,20,0.1093
1835,Satin,5.34,Twill,2,100,0.0081
1836,Lace,4.11,Embroidery,1,60,0.007
1837,Cotton,16.7,Upholstery,5,150,0.203
1838,Cotton,8.88,Overlock,3,100,0.00102
1839,Polyester,5.34,Overlock,2,90,0.0008
1840,Cotton,5.11,Overlock,2,90,0.0009
1841,Polyester,5.21,Overlock,1,80,0.0007
1842,Cotton,5.34,Topstitching,3,100,0.0021
1843,Cotton,5.34,Overlock,3,120,0.0007
1844,Silk,8.84,Topstitching,4,140,0.002
1845,Leather,8,Two Needle,1,20,0.1134
1846,Leather,9,Two Needle,1,20,0.10011
1847,Cotton,5.34,Overlock,3,150,0.0001
1848,Polyester,4.44,Overlock,2,80,0.00045
1849,Cotton,7.77,Topstitching,6,90,0.00326
1850,Polyester,6.67,Topstitching,4,110,0.00034
1851,Canvas,13.33,Topstitching,5,70,0.0098
1852,Canvas,12.11,Topstitching,5,90,0.0118
1853,Cotton,16.12,Upholstery,5,100,0.0192
1854,Cotton,9.83,Overlock,7,150,0.00567
1855,Cotton,13.12,Upholstery,6,120,0.021
1856,Polyester,5.34,Overlock,3,90,0.0008
1857,Silk,8.99,Topstitching,4,120,0.001
1858,Cotton,5.04,Overlock,2,80,0.0008
1859,Polyester,5.34,Overlock,1,80,0.0008
1860,Cotton,14.99,Upholstery,5,150,0.01
1861,Linen,9.08,Upholstery,6,200,0.011
1862,Cotton,13.23,Upholstery,5,120,0.0092
1863,Cotton,5.34,Overlock,2,100,0.0009
1864,Polyester,5.34,Overlock,1,80,0.0008
1865,Wool,7.78,Woven,4,80,0.015
1866,Cotton,8.89,Straight,3,250,0.21
1867,Canvas,13.67,Topstitching,5,150,0.0081
1868,Canvas,13.67,Topstitching,5,150,0.0081
1869,Leather,8,Two Needle,1,20,0.1093
1870,Satin,5.34,Twill,2,100,0.0081
1871,Lace,4.11,Embroidery,1,60,0.007
1872,Cotton,16.7,Upholstery,5,150,0.203
1873,Cotton,8.88,Overlock,3,100,0.00102
1874,Polyester,5.34,Overlock,2,90,0.0008
1875,Cotton,5.11,Overlock,2,90,0.0009
1876,Polyester,5.21,Overlock,1,80,0.0007
1877,Cotton,5.34,Topstitching,3,100,0.0021
1878,Cotton,5.34,Overlock,3,120,0.0007
1879,Silk,8.84,Topstitching,4,140,0.002
1880,Leather,8,Two Needle,1,20,0.1134
1881,Leather,9,Two Needle,1,20,0.10011
1882,Cotton,5.34,Overlock,3,150,0.0001
1883,Polyester,4.44,Overlock,2,80,0.00045
1884,Cotton,7.77,Topstitching,6,90,0.00326
1885,Polyester,6.67,Topstitching,4,110,0.00034
1886,Canvas,13.33,Topstitching,5,70,0.0098
1887,Canvas,12.11,Topstitching,5,90,0.0118
1888,Cotton,16.12,Upholstery,5,100,0.0192
1889,Cotton,9.83,Overlock,7,150,0.00567
1890,Cotton,13.12,Upholstery,6,120,0.021
1891,Polyester,5.34,Overlock,3,90,0.0008
1892,Silk,8.99,Topstitching,4,120,0.001
1893,Cotton,5.04,Overlock,2,80,0.0008
1894,Polyester,5.34,Overlock,1,80,0.0008
1895,Cotton,14.99,Upholstery,5,150,0.01
1896,Linen,9.08,Upholstery,6,200,0.011
1897,Cotton,13.23,Upholstery,5,120,0.0092
1898,Cotton,5.34,Overlock,2,100,0.0009
1899,Polyester,5.34,Overlock,1,80,0.0008
1900,Wool,7.78,Woven,4,80,0.015
1901,Cotton,8.89,Straight,3,250,0.21
1902,Canvas,13.67,Topstitching,5,150,0.0081
1903,Canvas,13.67,Topstitching,5,150,0.0081
1904,Leather,8,Two Needle,1,20,0.1093
1905,Satin,5.34,Twill,2,100,0.0081
1906,Lace,4.11,Embroidery,1,60,0.007
1907,Cotton,16.7,Upholstery,5,150,0.203
1908,Cotton,8.88,Overlock,3,100,0.00102
1909,Polyester,5.34,Overlock,2,90,0.0008
1910,Cotton,5.11,Overlock,2,90,0.0009
1911,Polyester,5.21,Overlock,1,80,0.0007
1912,Cotton,5.34,Topstitching,3,100,0.0021
1913,Cotton,5.34,Overlock,3,120,0.0007
1914,Silk,8.84,Topstitching,4,140,0.002
1915,Leather,8,Two Needle,1,20,0.1134
1916,Leather,9,Two Needle,1,20,0.10011
1917,Cotton,5.34,Overlock,3,150,0.0001
1918,Polyester,4.44,Overlock,2,80,0.00045
1919,Cotton,7.77,Topstitching,6,90,0.00326
1920,Polyester,6.67,Topstitching,4,110,0.00034
1921,Canvas,13.33,Topstitching,5,70,0.0098
1922,Canvas,12.11,Topstitching,5,90,0.0118
1923,Cotton,16.12,Upholstery,5,100,0.0192
1924,Cotton,9.83,Overlock,7,150,0.00567
1925,Cotton,13.12,Upholstery,6,120,0.021
1926,Polyester,5.34,Overlock,3,90,0.0008
1927,Silk,8.99,Topstitching,4,120,0.001
1928,Cotton,5.04,Overlock,2,80,0.0008
1929,Polyester,5.34,Overlock,1,80,0.0008
1930,Cotton,14.99,Upholstery,5,150,0.01
1931,Linen,9.08,Upholstery,6,200,0.011
1932,Cotton,13.23,Upholstery,5,120,0.0092
1933,Cotton,5.34,Overlock,2,100,0.0009
1934,Polyester,5.34,Overlock,1,80,0.0008
1935,Wool,7.78,Woven,4,80,0.015
1936,Cotton,8.89,Straight,3,250,0.21
1937,Canvas,13.67,Topstitching,5,150,0.0081
1938,Canvas,13.67,Topstitching,5,150,0.0081
1939,Leather,8,Two Needle,1,20,0.1093
1940,Satin,5.34,Twill,2,100,0.0081
1941,Lace,4.11,Embroidery,1,60,0.007
1942,Cotton,16.7,Upholstery,5,150,0.203
1943,Cotton,8.88,Overlock,3,100,0.00102
1944,Polyester,5.34,Overlock,2,90,0.0008
1945,Cotton,5.11,Overlock,2,90,0.0009
1946,Polyester,5.21,Overlock,1,80,0.0007
1947,Cotton,5.34,Topstitching,3,100,0.0021
1948,Cotton,5.34,Overlock,3,120,0.0007
1949,Silk,8.84,Topstitching,4,140,0.002
1950,Leather,8,Two Needle,1,20,0.1134
1951,Leather,9,Two Needle,1,20,0.10011
1952,Cotton,5.34,Overlock,3,150,0.0001
1953,Polyester,4.44,Overlock,2,80,0.00045
1954,Cotton,7.77,Topstitching,6,90,0.00326
1955,Polyester,6.67,Topstitching,4,110,0.00034
1956,Canvas,13.33,Topstitching,5,70,0.0098
1957,Canvas,12.11,Topstitching,5,90,0.0118
1958,Cotton,16.12,Upholstery,5,100,0.0192
1959,Cotton,9.83,Overlock,7,150,0.00567
1960,Cotton,13.12,Upholstery,6,120,0.021
1961,Polyester,5.34,Overlock,3,90,0.0008
1962,Silk,8.99,Topstitching,4,120,0.001
1963,Cotton,5.04,Overlock,2,80,0.0008
1964,Polyester,5.34,Overlock,1,80,0.0008
1965,Cotton,14.99,Upholstery,5,150,0.01
1966,Linen,9.08,Upholstery,6,200,0.011
1967,Cotton,13.23,Upholstery,5,120,0.0092
1968,Cotton,5.34,Overlock,2,100,0.0009
1969,Polyester,5.34,Overlock,1,80,0.0008
1970,Wool,7.78,Woven,4,80,0.015
1971,Cotton,8.89,Straight,3,250,0.21
1972,Canvas,13.67,Topstitching,5,150,0.0081
1973,Canvas,13.67,Topstitching,5,150,0.0081
1974,Leather,8,Two Needle,1,20,0.1093
1975,Satin,5.34,Twill,2,100,0.0081
1976,Lace,4.11,Embroidery,1,60,0.007
1977,Cotton,16.7,Upholstery,5,150,0.203
1978,Cotton,8.88,Overlock,3,100,0.00102
1979,Polyester,5.34,Overlock,2,90,0.0008
1980,Cotton,5.11,Overlock,2,90,0.0009
1981,Polyester,5.21,Overlock,1,80,0.0007
1982,Cotton,5.34,Topstitching,3,100,0.0021
1983,Cotton,5.34,Overlock,3,120,0.0007
1984,Silk,8.84,Topstitching,4,140,0.002
1985,Leather,8,Two Needle,1,20,0.1134
1986,Leather,9,Two Needle,1,20,0.10011
1987,Cotton,5.34,Overlock,3,150,0.0001
1988,Polyester,4.44,Overlock,2,80,0.00045
1989,Cotton,7.77,Topstitching,6,90,0.00326
1990,Polyester,6.67,Topstitching,4,110,0.00034
1991,Canvas,13.33,Topstitching,5,70,0.0098
1992,Canvas,12.11,Topstitching,5,90,0.0118
1993,Cotton,16.12,Upholstery,5,100,0.0192
1994,Cotton,9.83,Overlock,7,150,0.00567
1995,Cotton,13.12,Upholstery,6,120,0.021
1996,Polyester,5.34,Overlock,3,90,0.0008
1997,Silk,8.99,Topstitching,4,120,0.001
1998,Cotton,5.04,Overlock,2,80,0.0008
1999,Polyester,5.34,Overlock,1,80,0.0008
2000,Cotton,14.99,Upholstery,5,150,0.01
2001,Linen,9.08,Upholstery,6,200,0.011
2002,Cotton,13.23,Upholstery,5,120,0.0092
2003,Cotton,5.34,Overlock,2,100,0.0009
2004,Polyester,5.34,Overlock,1,80,0.0008
2005,Wool,7.78,Woven,4,80,0.015
2006,Cotton,8.89,Straight,3,250,0.21
2007,Canvas,13.67,Topstitching,5,150,0.0081
2008,Canvas,13.67,Topstitching,5,150,0.0081
2009,Leather,8,Two Needle,1,20,0.1093
2010,Satin,5.34,Twill,2,100,0.0081
2011,Lace,4.11,Embroidery,1,60,0.007
2012,Cotton,16.7,Upholstery,5,150,0.203
2013,Cotton,8.88,Overlock,3,100,0.00102
2014,Polyester,5.34,Overlock,2,90,0.0008
2015,Cotton,5.11,Overlock,2,90,0.0009
2016,Polyester,5.21,Overlock,1,80,0.0007
2017,Cotton,5.34,Topstitching,3,100,0.0021
2018,Cotton,5.34,Overlock,3,120,0.0007
2019,Silk,8.84,Topstitching,4,140,0.002
2020,Leather,8,Two Needle,1,20,0.1134
2021,Leather,9,Two Needle,1,20,0.10011
2022,Cotton,5.34,Overlock,3,150,0.0001
2023,Polyester,4.44,Overlock,2,80,0.00045
2024,Cotton,7.77,Topstitching,6,90,0.00326
2025,Polyester,6.67,Topstitching,4,110,0.00034
2026,Canvas,13.33,Topstitching,5,70,0.0098
2027,Canvas,12.11,Topstitching,5,90,0.0118
2028,Cotton,16.12,Upholstery,5,100,0.0192
2029,Cotton,9.83,Overlock,7,150,0.00567
2030,Cotton,13.12,Upholstery,6,120,0.021
2031,Polyester,5.34,Overlock,3,90,0.0008
2032,Silk,8.99,Topstitching,4,120,0.001
2033,Cotton,5.04,Overlock,2,80,0.0008
2034,Polyester,5.34,Overlock,1,80,0.0008
2035,Cotton,14.99,Upholstery,5,150,0.01
2036,Linen,9.08,Upholstery,6,200,0.011
2037,Cotton,13.23,Upholstery,5,120,0.0092
2038,Cotton,5.34,Overlock,2,100,0.0009
2039,Polyester,5.34,Overlock,1,80,0.0008
2040,Wool,7.78,Woven,4,80,0.015
2041,Cotton,8.89,Straight,3,250,0.21
2042,Canvas,13.67,Topstitching,5,150,0.0081
2043,Canvas,13.67,Topstitching,5,150,0.0081
2044,Leather,8,Two Needle,1,20,0.1093
2045,Satin,5.34,Twill,2,100,0.0081
2046,Lace,4.11,Embroidery,1,60,0.007
2047,Cotton,16.7,Upholstery,5,150,0.203
2048,Cotton,8.88,Overlock,3,100,0.00102
2049,Polyester,5.34,Overlock,2,90,0.0008
2050,Cotton,5.11,Overlock,2,90,0.0009
2051,Polyester,5.21,Overlock,1,80,0.0007
2052,Cotton,5.34,Topstitching,3,100,0.0021
2053,Cotton,5.34,Overlock,3,120,0.0007
2054,Silk,8.84,Topstitching,4,140,0.002
2055,Leather,8,Two Needle,1,20,0.1134
2056,Leather,9,Two Needle,1,20,0.10011
2057,Cotton,5.34,Overlock,3,150,0.0001
2058,Polyester,4.44,Overlock,2,80,0.00045
2059,Cotton,7.77,Topstitching,6,90,0.00326
2060,Polyester,6.67,Topstitching,4,110,0.00034
2061,Canvas,13.33,Topstitching,5,70,0.0098
2062,Canvas,12.11,Topstitching,5,90,0.0118
2063,Cotton,16.12,Upholstery,5,100,0.0192
2064,Cotton,9.83,Overlock,7,150,0.00567
2065,Cotton,13.12,Upholstery,6,120,0.021
2066,Polyester,5.34,Overlock,3,90,0.0008
2067,Silk,8.99,Topstitching,4,120,0.001
2068,Cotton,5.04,Overlock,2,80,0.0008
2069,Polyester,5.34,Overlock,1,80,0.0008
2070,Cotton,14.99,Upholstery,5,150,0.01
2071,Linen,9.08,Upholstery,6,200,0.011
2072,Cotton,13.23,Upholstery,5,120,0.0092
2073,Cotton,5.34,Overlock,2,100,0.0009
2074,Polyester,5.34,Overlock,1,80,0.0008
2075,Wool,7.78,Woven,4,80,0.015
2076,Cotton,8.89,Straight,3,250,0.21
2077,Canvas,13.67,Topstitching,5,150,0.0081
2078,Canvas,13.67,Topstitching,5,150,0.0081
2079,Leather,8,Two Needle,1,20,0.1093
2080,Satin,5.34,Twill,2,100,0.0081
2081,Lace,4.11,Embroidery,1,60,0.007
2082,Cotton,16.7,Upholstery,5,150,0.203
2083,Cotton,8.88,Overlock,3,100,0.00102
2084,Polyester,5.34,Overlock,2,90,0.0008
2085,Cotton,5.11,Overlock,2,90,0.0009
2086,Polyester,5.21,Overlock,1,80,0.0007
2087,Cotton,5.34,Topstitching,3,100,0.0021
2088,Cotton,5.34,Overlock,3,120,0.0007
2089,Silk,8.84,Topstitching,4,140,0.002
2090,Leather,8,Two Needle,1,20,0.1134
2091,Leather,9,Two Needle,1,20,0.10011
2092,Cotton,5.34,Overlock,3,150,0.0001
2093,Polyester,4.44,Overlock,2,80,0.00045
2094,Cotton,7.77,Topstitching,6,90,0.00326
2095,Polyester,6.67,Topstitching,4,110,0.00034
2096,Canvas,13.33,Topstitching,5,70,0.0098
2097,Canvas,12.11,Topstitching,5,90,0.0118
2098,Cotton,16.12,Upholstery,5,100,0.0192
2099,Cotton,9.83,Overlock,7,150,0.00567
2100,Cotton,13.12,Upholstery,6,120,0.021
2101,Polyester,5.34,Overlock,3,90,0.0008
2102,Silk,8.99,Topstitching,4,120,0.001
2103,Cotton,5.04,Overlock,2,80,0.0008
2104,Polyester,5.34,Overlock,1,80,0.0008
2105,Cotton,14.99,Upholstery,5,150,0.01
2106,Linen,9.08,Upholstery,6,200,0.011
2107,Cotton,13.23,Upholstery,5,120,0.0092
2108,Cotton,5.34,Overlock,2,100,0.0009
2109,Polyester,5.34,Overlock,1,80,0.0008
2110,Wool,7.78,Woven,4,80,0.015
2111,Cotton,8.89,Straight,3,250,0.21
2112,Canvas,13.67,Topstitching,5,150,0.0081
2113,Canvas,13.67,Topstitching,5,150,0.0081
2114,Leather,8,Two Needle,1,20,0.1093
2115,Satin,5.34,Twill,2,100,0.0081
2116,Lace,4.11,Embroidery,1,60,0.007
2117,Cotton,16.7,Upholstery,5,150,0.203
2118,Cotton,8.88,Overlock,3,100,0.00102
2119,Polyester,5.34,Overlock,2,90,0.0008
2120,Cotton,5.11,Overlock,2,90,0.0009
2121,Polyester,5.21,Overlock,1,80,0.0007
2122,Cotton,5.34,Topstitching,3,100,0.0021
2123,Cotton,5.34,Overlock,3,120,0.0007
2124,Silk,8.84,Topstitching,4,140,0.002
2125,Leather,8,Two Needle,1,20,0.1134
2126,Leather,9,Two Needle,1,20,0.10011
2127,Cotton,5.34,Overlock,3,150,0.0001
2128,Polyester,4.44,Overlock,2,80,0.00045
2129,Cotton,7.77,Topstitching,6,90,0.00326
2130,Polyester,6.67,Topstitching,4,110,0.00034
2131,Canvas,13.33,Topstitching,5,70,0.0098
2132,Canvas,12.11,Topstitching,5,90,0.0118
2133,Cotton,16.12,Upholstery,5,100,0.0192
2134,Cotton,9.83,Overlock,7,150,0.00567
2135,Cotton,13.12,Upholstery,6,120,0.021
2136,Polyester,5.34,Overlock,3,90,0.0008
2137,Silk,8.99,Topstitching,4,120,0.001
2138,Cotton,5.04,Overlock,2,80,0.0008
2139,Polyester,5.34,Overlock,1,80,0.0008
2140,Cotton,14.99,Upholstery,5,150,0.01
2141,Linen,9.08,Upholstery,6,200,0.011
2142,Cotton,13.23,Upholstery,5,120,0.0092
2143,Cotton,5.34,Overlock,2,100,0.0009
2144,Polyester,5.34,Overlock,1,80,0.0008
2145,Wool,7.78,Woven,4,80,0.015
2146,Cotton,8.89,Straight,3,250,0.21
2147,Canvas,13.67,Topstitching,5,150,0.0081
2148,Canvas,13.67,Topstitching,5,150,0.0081
2149,Leather,8,Two Needle,1,20,0.1093
2150,Satin,5.34,Twill,2,100,0.0081
2151,Lace,4.11,Embroidery,1,60,0.007
2152,Cotton,16.7,Upholstery,5,150,0.203
2153,Cotton,8.88,Overlock,3,100,0.00102
2154,Polyester,5.34,Overlock,2,90,0.0008
2155,Cotton,5.11,Overlock,2,90,0.0009
2156,Polyester,5.21,Overlock,1,80,0.0007
2157,Cotton,5.34,Topstitching,3,100,0.0021
2158,Cotton,5.34,Overlock,3,120,0.0007
2159,Silk,8.84,Topstitching,4,140,0.002
2160,Leather,8,Two Needle,1,20,0.1134
2161,Leather,9,Two Needle,1,20,0.10011
2162,Cotton,5.34,Overlock,3,150,0.0001
2163,Polyester,4.44,Overlock,2,80,0.00045
2164,Cotton,7.77,Topstitching,6,90,0.00326
2165,Polyester,6.67,Topstitching,4,110,0.00034
2166,Canvas,13.33,Topstitching,5,70,0.0098
2167,Canvas,12.11,Topstitching,5,90,0.0118
2168,Cotton,16.12,Upholstery,5,100,0.0192
2169,Cotton,9.83,Overlock,7,150,0.00567
2170,Cotton,13.12,Upholstery,6,120,0.021
2171,Polyester,5.34,Overlock,3,90,0.0008
2172,Silk,8.99,Topstitching,4,120,0.001
2173,Cotton,5.04,Overlock,2,80,0.0008
2174,Polyester,5.34,Overlock,1,80,0.0008
2175,Cotton,14.99,Upholstery,5,150,0.01
2176,Linen,9.08,Upholstery,6,200,0.011
2177,Cotton,13.23,Upholstery,5,120,0.0092
2178,Cotton,5.34,Overlock,2,100,0.0009
2179,Polyester,5.34,Overlock,1,80,0.0008
2180,Wool,7.78,Woven,4,80,0.015
2181,Cotton,8.89,Straight,3,250,0.21
2182,Canvas,13.67,Topstitching,5,150,0.0081
2183,Canvas,13.67,Topstitching,5,150,0.0081
2184,Leather,8,Two Needle,1,20,0.1093
2185,Satin,5.34,Twill,2,100,0.0081
2186,Lace,4.11,Embroidery,1,60,0.007
2187,Cotton,16.7,Upholstery,5,150,0.203
2188,Cotton,8.88,Overlock,3,100,0.00102
2189,Polyester,5.34,Overlock,2,90,0.0008
2190,Cotton,5.11,Overlock,2,90,0.0009
2191,Polyester,5.21,Overlock,1,80,0.0007
2192,Cotton,5.34,Topstitching,3,100,0.0021
2193,Cotton,5.34,Overlock,3,120,0.0007
2194,Silk,8.84,Topstitching,4,140,0.002
2195,Leather,8,Two Needle,1,20,0.1134
2196,Leather,9,Two Needle,1,20,0.10011
2197,Cotton,5.34,Overlock,3,150,0.0001
2198,Polyester,4.44,Overlock,2,80,0.00045
2199,Cotton,7.77,Topstitching,6,90,0.00326
2200,Polyester,6.67,Topstitching,4,110,0.00034
